case_number,report_date,report_month_year,occur_date,occur_time,address,neighborhood,council_district,custom_crime_against,custom_crime_category,crime_against,offense_category,offense_type,offense_count,lat,lon,x_coord,y_coord,data_year
26-101772,4/9/2026,April 2026,4/9/2026,1307,9400 BLOCK OF NE CASCADES PKWY,Other,1,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.575903827,-122.565722382,7673211,702824,2026
26-101795,4/9/2026,April 2026,4/9/2026,1309,UNKNOWN ADDRESS,,,Property,Fraud,Property,Fraud Offenses,Identity Theft,1,,,,,2026
26-1018,1/2/2026,January 2026,1/2/2026,131,4300 BLOCK OF SE 122ND AVE,Powellhurst-Gilbert,1,Property,Motor Vehicle Theft,Property,Motor Vehicle Theft,Motor Vehicle Theft,1,45.490504626,-122.537636828,7679615,671514,2026
26-101811,4/9/2026,April 2026,4/8/2026,1319,3100 BLOCK OF NE MARTIN LUTHER KING JR BLVD,Eliot,2,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.545790197,-122.661546747,7648389,692490,2026
26-101812,4/9/2026,April 2026,3/28/2026,1321,4500 BLOCK OF SE 84TH AVE,Lents,1,Property,Fraud,Property,Fraud Offenses,Credit Card/ATM Fraud,1,45.489865184,-122.576702854,7669594,671536,2026
26-101822,4/9/2026,April 2026,4/8/2026,2116,4000 BLOCK OF N MONTANA AVE,Overlook,2,Property,Larceny: Car Prowl - Car Parts,Property,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,1,45.552747282,-122.679752096,7643795,695151,2026
26-101841,4/9/2026,April 2026,4/4/2026,1602,0 BLOCK OF N WEIDLER ST,Lloyd,2,Property,Larceny: Other,Property,Larceny Offenses,Theft From Building,1,45.534318273,-122.666977469,7646886,688346,2026
26-101848,4/9/2026,April 2026,4/9/2026,1354,4300 BLOCK OF SE DIVISION ST,Richmond,3,Property,Arson,Property,Arson,Arson,1,45.505234849,-122.617578325,7659262,677410,2026
26-101876,4/9/2026,April 2026,4/9/2026,1413,3400 BLOCK OF SW COUNCIL CREST DR,Southwest Hills,4,Person,Assault: Aggravated,Person,Assault Offenses,Aggravated Assault,1,45.497657789,-122.707870128,7636046,675268,2026
26-101884,4/9/2026,April 2026,4/9/2026,1426,NW IRVING ST / NW 6TH AVE,Old Town/Chinatown,4,Society,Drug Offenses,Society,Drug/Narcotic Offenses,Drug/Narcotic Violations,1,45.528053615,-122.676606329,7644358,686129,2026
26-101898,4/9/2026,April 2026,4/9/2026,1428,6300 BLOCK OF NE 42ND AVE,Cully,2,Property,Fraud,Property,Fraud Offenses,False Pretenses/Swindle/Confidence Game,1,45.568916869,-122.620248283,7659187,700639,2026
26-101922,1/30/2026,January 2026,1/30/2026,132,500 BLOCK OF W BURNSIDE ST,Old Town/Chinatown,4,Property,Vandalism,Property,Vandalism,Vandalism,1,45.523113899,-122.675940778,7644480,684324,2026
26-101930,4/9/2026,April 2026,4/9/2026,1506,300 BLOCK OF NW 6TH AVE,Old Town/Chinatown,4,Person,Assault: Simple/Intimidation,Person,Assault Offenses,Simple Assault,1,45.525557433,-122.676576988,7644341,685219,2026
26-101933,4/9/2026,April 2026,4/9/2026,1544,9400 BLOCK OF NE CASCADES PKWY,Other,1,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.575903827,-122.565722382,7673211,702824,2026
26-101940,4/9/2026,April 2026,4/9/2026,1355,4500 BLOCK OF SE MCLOUGHLIN BLVD,Brooklyn,3,Property,Larceny: Other,Property,Larceny Offenses,Theft From Building,1,45.490047375,-122.653508255,7649906,672118,2026
26-101945,4/9/2026,April 2026,4/9/2026,1537,5400 BLOCK OF SE 122ND AVE,Powellhurst-Gilbert,1,Person,Assault: Simple/Intimidation,Person,Assault Offenses,Simple Assault,1,45.483496479,-122.538005643,7679456,668962,2026
26-101967,4/9/2026,April 2026,4/9/2026,1330,4500 BLOCK OF SE MCLOUGHLIN BLVD,Brooklyn,3,Property,Larceny: Other,Property,Larceny Offenses,All Other Larceny,1,45.490047375,-122.653508255,7649906,672118,2026
26-101996,4/9/2026,April 2026,4/4/2026,1000,3000 BLOCK OF NE 41ST AVE,Beaumont-Wilshire,2,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.544798495,-122.621705638,7658583,691858,2026
26-10200,1/11/2026,January 2026,1/9/2026,1500,3300 BLOCK OF SE FRANKLIN ST,Richmond,3,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.499131110,-122.630588311,7655869,675273,2026
26-102014,4/9/2026,April 2026,4/8/2026,2030,500 BLOCK OF SE 46TH AVE,Sunnyside,3,Property,Motor Vehicle Theft,Property,Motor Vehicle Theft,Motor Vehicle Theft,1,45.518901979,-122.615133611,7660019,682375,2026
26-102021,4/9/2026,April 2026,4/9/2026,1655,SE 124TH AVE / SE ASH ST,Hazelwood,1,Person,Assault: Aggravated,Person,Assault Offenses,Aggravated Assault,1,45.521239815,-122.535211622,7680519,682701,2026
26-102024,4/9/2026,April 2026,4/9/2026,1705,NW 6TH AVE / NW HOYT ST,Old Town/Chinatown,4,Society,Drug Offenses,Society,Drug/Narcotic Offenses,Drug/Narcotic Violations,1,45.527340779,-122.676578999,7644358,685869,2026
26-102031,4/9/2026,April 2026,4/9/2026,1729,NW EVERETT ST / NW 3RD AVE,Old Town/Chinatown,4,Society,Drug Offenses,Society,Drug/Narcotic Offenses,Drug/Narcotic Violations,1,45.525257041,-122.673458457,7645137,685088,2026
26-102062,4/9/2026,April 2026,4/9/2026,800,1900 BLOCK OF N VICTORY BLVD,Kenton,2,Property,Motor Vehicle Theft,Property,Motor Vehicle Theft,Motor Vehicle Theft,1,45.595292661,-122.686698699,7642436,710706,2026
26-102067,4/9/2026,April 2026,3/1/2026,800,12100 BLOCK OF SE LEXINGTON ST,Pleasant Valley,1,Property,Larceny: Car Prowl - Car Parts,Property,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,1,45.466120630,-122.538201395,7679246,662630,2026
26-102074,4/9/2026,April 2026,4/9/2026,1744,800 BLOCK OF SW BROADWAY DR,Southwest Hills,4,Person,Assault: Simple/Intimidation,Person,Assault Offenses,Simple Assault,1,45.503806769,-122.686769995,7641515,677362,2026
26-102113,4/9/2026,April 2026,4/9/2026,1828,4800 BLOCK OF NE 138TH AVE,Argay,1,Property,Fraud,Property,Fraud Offenses,False Pretenses/Swindle/Confidence Game,1,45.557770301,-122.521193394,7684444,695926,2026
26-102119,4/9/2026,April 2026,4/9/2026,1600,600 BLOCK OF SE 27TH AVE,Buckman East,3,Property,Motor Vehicle Theft,Property,Motor Vehicle Theft,Motor Vehicle Theft,1,45.518220099,-122.638040704,7654143,682281,2026
26-102130,4/9/2026,April 2026,4/9/2026,1921,1900 BLOCK OF NE 122ND AVE,Russell,1,Society,Weapon Law Violations,Society,Weapon Law Violations,Weapons Law Violations,1,45.536770604,-122.537556435,7680061,688377,2026
26-102159,4/9/2026,April 2026,4/9/2026,1925,400 BLOCK OF NW NAITO PKWY,Old Town/Chinatown,4,Society,Drug Offenses,Society,Drug/Narcotic Offenses,Drug/Narcotic Violations,1,45.526113173,-122.670985288,7645779,685383,2026
26-102164,4/9/2026,April 2026,4/9/2026,2035,100 BLOCK OF NE FREMONT ST,Eliot,2,Person,Assault: Simple/Intimidation,Person,Assault Offenses,Simple Assault,1,45.548219945,-122.664376589,7647688,693395,2026
26-102169,4/9/2026,April 2026,4/9/2026,1944,NE FREMONT CT / NE 138TH PL,Argay,1,Property,Larceny: Other,Property,Larceny Offenses,All Other Larceny,1,45.547366096,-122.519991188,7684657,692126,2026
26-102196,4/9/2026,April 2026,4/9/2026,2019,700 BLOCK OF N ROSA PARKS WAY,Piedmont,2,Person,Assault: Aggravated,Person,Assault Offenses,Aggravated Assault,1,45.569970075,-122.674339459,7645350,701391,2026
26-102197,4/9/2026,April 2026,4/9/2026,2020,12600 BLOCK OF SE ALDER ST,Mill Park,1,Person,Assault: Simple/Intimidation,Person,Assault Offenses,Simple Assault,1,45.516730494,-122.532361169,7681208,681039,2026
26-102208,4/9/2026,April 2026,3/31/2026,0,900 BLOCK OF NW HOYT ST,Pearl,4,Property,Larceny: Other,Property,Larceny Offenses,All Other Larceny,1,45.527308259,-122.680754423,7643288,685886,2026
26-102212,4/9/2026,April 2026,4/9/2026,2037,800 BLOCK OF SW SALMON ST,Downtown,4,Society,Weapon Law Violations,Society,Weapon Law Violations,Weapons Law Violations,1,45.517635800,-122.681963572,7642883,682369,2026
26-102216,4/9/2026,April 2026,4/9/2026,2039,4500 BLOCK OF SW TARLOW CT,Bridlemile,4,Property,Fraud,Property,Fraud Offenses,False Pretenses/Swindle/Confidence Game,1,45.490069275,-122.722488427,7632223,672605,2026
26-102233,4/9/2026,April 2026,4/9/2026,2111,1100 BLOCK OF NE 99TH AVE,Hazelwood,1,Person,Assault: Simple/Intimidation,Person,Assault Offenses,Simple Assault,1,45.530904206,-122.562359608,7673653,686400,2026
26-102256,4/9/2026,April 2026,4/9/2026,2133,1900 BLOCK OF SE MADISON ST,Buckman East,3,Person,Assault: Simple/Intimidation,Person,Assault Offenses,Simple Assault,1,45.512854825,-122.646064942,7652035,680380,2026
26-102265,4/9/2026,April 2026,4/9/2026,2142,0 BLOCK OF SW 4TH AVE,Downtown,4,Property,Fraud,Property,Fraud Offenses,False Pretenses/Swindle/Confidence Game,1,45.522360725,-122.674420935,7644862,684039,2026
26-102266,4/9/2026,April 2026,4/9/2026,2100,0 BLOCK OF SW 2ND AVE,Old Town/Chinatown,4,Property,Larceny: Other,Property,Larceny Offenses,All Other Larceny,1,45.522826481,-122.672280349,7645415,684194,2026
26-102284,4/9/2026,April 2026,4/9/2026,2203,800 BLOCK OF N RUSSELL ST,Eliot,2,Person,Assault: Simple/Intimidation,Person,Assault Offenses,Simple Assault,1,45.540967738,-122.675317264,7644815,690827,2026
26-102300,4/9/2026,April 2026,4/9/2026,2215,SE 10TH AVE / SE CLAY ST,Hosford-Abernethy,3,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.511505427,-122.655711185,7649550,679954,2026
26-10234,1/11/2026,January 2026,1/11/2026,1930,1200 BLOCK OF NE 102ND AVE,Hazelwood,1,Property,Robbery,Property,Robbery,Robbery,1,45.531676268,-122.558011742,7674774,686653,2026
26-102351,4/9/2026,April 2026,4/6/2026,1700,3200 BLOCK OF NE KILLINGSWORTH ST,Concordia,2,Person,Assault: Simple/Intimidation,Person,Assault Offenses,Simple Assault,1,45.562669926,-122.630923723,7656394,698434,2026
26-102412,4/10/2026,April 2026,4/10/2026,56,2500 BLOCK OF SE 174TH AVE,Centennial,1,Property,Vandalism,Property,Vandalism,Vandalism,1,45.504155559,-122.484732746,7693300,676152,2026
26-102480,4/10/2026,April 2026,4/10/2026,317,12200 BLOCK OF NE GLISAN ST,Hazelwood,1,Property,Larceny: Other,Property,Larceny Offenses,All Other Larceny,1,45.526341965,-122.537271947,7680038,684574,2026
26-102494,4/10/2026,April 2026,4/10/2026,317,9900 BLOCK OF NE SANDY BLVD,Parkrose,1,Person,Assault: Aggravated,Person,Assault Offenses,Aggravated Assault,1,45.559303981,-122.560298687,7674445,696738,2026
26-102507,4/10/2026,April 2026,4/10/2026,353,2900 BLOCK OF N WILLIAMS AVE,Eliot,2,Person,Assault: Simple/Intimidation,Person,Assault Offenses,Simple Assault,1,45.544203035,-122.666718429,7647049,691947,2026
26-102508,4/10/2026,April 2026,4/10/2026,357,1400 BLOCK OF NW HOYT ST,Pearl,4,Person,Assault: Simple/Intimidation,Person,Assault Offenses,Simple Assault,1,45.527126777,-122.685829710,7641986,685855,2026
26-102520,4/10/2026,April 2026,4/10/2026,439,SW MORRISON ST / SW 4TH AVE,Downtown,4,Property,Larceny: Other,Property,Larceny Offenses,All Other Larceny,1,45.518525779,-122.676557230,7644277,682656,2026
26-102584,4/10/2026,April 2026,4/10/2026,711,100 BLOCK OF NW 2ND AVE,Old Town/Chinatown,4,Property,Fraud,Property,Fraud Offenses,False Pretenses/Swindle/Confidence Game,1,45.524208068,-122.672344918,7645412,684698,2026
26-102594,4/10/2026,April 2026,4/9/2026,2045,3800 BLOCK OF S RIVER PKWY,South Portland,4,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.495325788,-122.669711127,7645804,674153,2026
26-102596,4/10/2026,April 2026,4/10/2026,730,7000 BLOCK OF NE 27TH AVE,Concordia,2,Person,Assault: Simple/Intimidation,Person,Assault Offenses,Simple Assault,1,45.573454515,-122.638192647,7654637,702414,2026
26-102602,4/10/2026,April 2026,4/9/2026,1900,14100 BLOCK OF SE POWELL BLVD,Powellhurst-Gilbert,1,Property,Larceny: Other,Property,Larceny Offenses,All Other Larceny,1,45.498865530,-122.517985566,7684729,674435,2026
26-102611,4/10/2026,April 2026,4/10/2026,245,4700 BLOCK OF N MONTANA AVE,Overlook,2,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.557214101,-122.680033041,7643767,696781,2026
26-102615,4/10/2026,April 2026,4/9/2026,2015,11800 BLOCK OF SE FLAVEL ST,Pleasant Valley,1,Property,Motor Vehicle Theft,Property,Motor Vehicle Theft,Motor Vehicle Theft,1,45.468410047,-122.540755598,7678612,663481,2026
26-102649,4/10/2026,April 2026,4/9/2026,848,5800 BLOCK OF N MINNESOTA AVE,Overlook,2,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.565158691,-122.679217280,7644054,699671,2026
26-102654,4/10/2026,April 2026,4/4/2026,2100,900 BLOCK OF SW SALMON ST,Downtown,4,Property,Larceny: Other,Property,Larceny Offenses,All Other Larceny,1,45.517915974,-122.682669035,7642705,682476,2026
26-102661,4/10/2026,April 2026,4/10/2026,904,800 BLOCK OF NE 122ND AVE,Hazelwood,1,Person,Assault: Simple/Intimidation,Person,Assault Offenses,Simple Assault,1,45.528417986,-122.537783616,7679926,685334,2026
26-102662,4/10/2026,April 2026,4/10/2026,857,EB SUNSET HWY AT / SW ZOO RD,Southwest Hills,4,Property,Vandalism,Property,Vandalism,Vandalism,1,45.507140237,-122.719109988,7633260,678803,2026
26-102682,4/10/2026,April 2026,4/10/2026,916,NE SANDY BLVD / NE FAILING ST,Roseway,3,Person,Assault: Aggravated,Person,Assault Offenses,Aggravated Assault,1,45.551020297,-122.582127157,7668778,693862,2026
26-102696,4/10/2026,April 2026,4/10/2026,956,5600 BLOCK OF SE 122ND AVE,Powellhurst-Gilbert,1,Person,Assault: Aggravated,Person,Assault Offenses,Aggravated Assault,1,45.481550608,-122.537889049,7679468,668252,2026
26-102703,4/10/2026,April 2026,4/10/2026,952,8200 BLOCK OF SE 86TH AVE,Lents,1,Person,Assault: Aggravated,Person,Assault Offenses,Aggravated Assault,1,45.464122644,-122.574534125,7669909,662139,2026
26-102719,4/10/2026,April 2026,9/24/2025,800,7200 BLOCK OF SE 92ND AVE,Lents,1,Property,Fraud,Property,Fraud Offenses,False Pretenses/Swindle/Confidence Game,1,45.470356992,-122.568557777,7671500,664372,2026
26-102721,4/10/2026,April 2026,4/2/2026,1006,3600 BLOCK OF SE 62ND AVE,Foster-Powell,3,Property,Fraud,Property,Fraud Offenses,False Pretenses/Swindle/Confidence Game,1,45.496156703,-122.599466044,7663818,673980,2026
26-102741,4/10/2026,April 2026,4/10/2026,1052,3800 BLOCK OF S RIVER PKWY,South Portland,4,Property,Larceny: Other,Property,Larceny Offenses,All Other Larceny,1,45.495325788,-122.669711127,7645804,674153,2026
26-102745,4/10/2026,April 2026,4/10/2026,1041,10500 BLOCK OF SE WASHINGTON ST,Mill Park,1,Society,Drug Offenses,Society,Drug/Narcotic Offenses,Drug/Narcotic Violations,1,45.518282439,-122.554778839,7675478,681750,2026
26-102750,4/10/2026,April 2026,4/10/2026,1049,1100 BLOCK OF SW 11TH AVE,Downtown,4,Society,Drug Offenses,Society,Drug/Narcotic Offenses,Drug/Narcotic Violations,1,45.517302047,-122.684799754,7642153,682267,2026
26-102772,4/10/2026,April 2026,4/8/2026,1552,2200 BLOCK OF NE MARINE DR,Sunderland,2,Property,Larceny: Other,Property,Larceny Offenses,All Other Larceny,1,45.600402721,-122.642136291,7653888,712263,2026
26-102777,4/10/2026,April 2026,4/9/2026,1000,4000 BLOCK OF SW FAIRVIEW BLVD,Arlington Heights,4,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.514899789,-122.716677480,7633961,681614,2026
26-102785,4/10/2026,April 2026,4/10/2026,1127,5200 BLOCK OF SW BANCROFT ST,Bridlemile,4,Society,Other Society Offenses,Society,Pornography/Obscene Material,Pornography/Obscene Material,1,45.492351965,-122.731125026,7630032,673498,2026
26-102792,4/10/2026,April 2026,4/3/2026,1915,5600 BLOCK OF SE DUKE ST,Woodstock,3,Property,Vandalism,Property,Vandalism,Vandalism,1,45.475872091,-122.605361879,7662114,666626,2026
26-102819,4/10/2026,April 2026,4/9/2026,2100,500 BLOCK OF SW 5TH AVE,Downtown,4,Property,Larceny: Other,Property,Larceny Offenses,All Other Larceny,1,45.519818916,-122.677090760,7644153,683131,2026
26-102825,4/10/2026,April 2026,4/7/2026,0,1700 BLOCK OF SE 82ND AVE,Montavilla,3,Property,Vandalism,Property,Vandalism,Vandalism,1,45.510459861,-122.578607074,7669299,679055,2026
26-102826,4/10/2026,April 2026,4/10/2026,1224,1500 BLOCK OF SW 17TH AVE,Goose Hollow,4,Property,Larceny: Other,Property,Larceny Offenses,All Other Larceny,1,45.516249255,-122.692248496,7640234,681935,2026
26-102864,4/10/2026,April 2026,4/10/2026,1300,1500 BLOCK OF NE KILLINGSWORTH ST,Vernon,2,Person,Assault: Aggravated,Person,Assault Offenses,Aggravated Assault,1,45.562674949,-122.649374973,7651670,698561,2026
26-10287,1/11/2026,January 2026,1/11/2026,1600,9600 BLOCK OF NE CASCADES PKWY,Other,1,Property,Motor Vehicle Theft,Property,Motor Vehicle Theft,Motor Vehicle Theft,1,45.575172174,-122.563840114,7673686,702545,2026
26-102889,4/10/2026,April 2026,4/10/2026,1346,NW 18TH AVE / NW COUCH ST,Northwest,4,Society,Drug Offenses,Society,Drug/Narcotic Offenses,Drug/Narcotic Violations,1,45.523541648,-122.689243584,7641076,684572,2026
26-102891,4/10/2026,April 2026,4/10/2026,30,1800 BLOCK OF NW FLANDERS ST,Northwest,4,Property,Motor Vehicle Theft,Property,Motor Vehicle Theft,Motor Vehicle Theft,1,45.525626694,-122.689827513,7640947,685336,2026
26-102899,4/10/2026,April 2026,4/10/2026,720,700 BLOCK OF NE MARTIN LUTHER KING JR BLVD,Lloyd,2,Person,Assault: Simple/Intimidation,Person,Assault Offenses,Simple Assault,1,45.528301097,-122.661751341,7648166,686117,2026
26-102914,4/10/2026,April 2026,4/10/2026,1053,9800 BLOCK OF N CENTRAL ST,St Johns,2,Property,Fraud,Property,Fraud Offenses,False Pretenses/Swindle/Confidence Game,1,45.598510645,-122.759139732,7623933,712389,2026
26-10292,1/11/2026,January 2026,1/11/2026,2025,S MOODY AVE / S BANCROFT ST,South Portland,4,Person,Assault: Simple/Intimidation,Person,Assault Offenses,Simple Assault,1,45.493169061,-122.672043519,7645185,673383,2026
26-102925,4/10/2026,April 2026,4/10/2026,413,10500 BLOCK OF SE DIVISION ST,Hazelwood,1,Property,Burglary,Property,Burglary,Burglary,1,45.504346794,-122.554223967,7675491,676667,2026
26-10293,1/11/2026,January 2026,1/11/2026,2028,SW 9TH AVE / SW HARVEY MILK ST,Downtown,4,Society,Weapon Law Violations,Society,Weapon Law Violations,Weapons Law Violations,1,45.521757246,-122.680061145,7643411,683858,2026
26-102939,4/10/2026,April 2026,4/10/2026,1439,7900 BLOCK OF SE GRANT ST,Montavilla,3,Person,Assault: Simple/Intimidation,Person,Assault Offenses,Simple Assault,1,45.507165903,-122.581576841,7668507,677874,2026
26-102960,4/10/2026,April 2026,4/10/2026,1410,1200 BLOCK OF NE WEIDLER ST,Lloyd,2,Property,Larceny: Other,Property,Larceny Offenses,All Other Larceny,1,45.534295178,-122.653024098,7650460,688242,2026
26-102982,4/10/2026,April 2026,4/9/2026,1522,16500 BLOCK OF SE STEPHENS ST,Centennial,1,Person,Assault: Simple/Intimidation,Person,Assault Offenses,Simple Assault,1,45.509068617,-122.493480905,7691102,677998,2026
26-102987,4/10/2026,April 2026,4/10/2026,1530,1500 BLOCK OF N WILLIS BLVD,Kenton,2,Property,Arson,Property,Arson,Arson,1,45.583865946,-122.683061939,7643254,706516,2026
26-103002,4/10/2026,April 2026,4/10/2026,1544,3900 BLOCK OF SE 82ND AVE,Lents,1,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.493782535,-122.578702933,7669118,672977,2026
26-103025,4/10/2026,April 2026,4/10/2026,1705,NW 6TH AVE / NW HOYT ST,Old Town/Chinatown,4,Society,Drug Offenses,Society,Drug/Narcotic Offenses,Drug/Narcotic Violations,1,45.527340779,-122.676578999,7644358,685869,2026
26-103027,4/10/2026,April 2026,4/10/2026,2213,6400 BLOCK OF SE 144TH LN,Pleasant Valley,1,Property,Vandalism,Property,Vandalism,Vandalism,1,45.476617171,-122.515066234,7685275,666307,2026
26-103035,4/10/2026,April 2026,4/10/2026,1615,5100 BLOCK OF N LOMBARD ST,Portsmouth,2,Property,Robbery,Property,Robbery,Robbery,1,45.581429541,-122.721043678,7633509,705893,2026
26-103036,4/10/2026,April 2026,4/10/2026,1850,3000 BLOCK OF NE WEIDLER ST,Sullivan's Gulch,2,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.534419891,-122.634571311,7655188,688162,2026
26-103078,4/10/2026,April 2026,4/10/2026,1703,NW STATION WAY / NW LOVEJOY ST,Old Town/Chinatown,4,Society,Drug Offenses,Society,Drug/Narcotic Offenses,Drug/Narcotic Violations,1,45.529886139,-122.677632972,7644113,686804,2026
26-103085,4/10/2026,April 2026,4/6/2026,30,SE MILWAUKIE AVE / SE MITCHELL ST,Sellwood-Moreland,4,Property,Motor Vehicle Theft,Property,Motor Vehicle Theft,Motor Vehicle Theft,1,45.485700166,-122.649766688,7650823,670508,2026
26-10312,1/11/2026,January 2026,1/11/2026,900,NE 11TH AVE / LLOYD CENTER,Lloyd,2,Person,Assault: Simple/Intimidation,Person,Assault Offenses,Simple Assault,1,45.531492329,-122.654572960,7650036,687231,2026
